img,output,flag,username,timestamp
D:\programs\DIS\IS-Net\flagged\img\tmpziqekj3m.jpg,D:\programs\DIS\IS-Net\flagged\output\tmpzou42h6e.png,,,2023-06-06 13:07:05.675090
